kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Pusat,"Jalan Desa Gambir, Jakarta Pusat 10710, Indonesia                                        Menteng, Jakarta Pusat",40,30,2,2,Ada,Ada,200000000.0
Jakarta Selatan,"Kalibata, Jakarta Selatan",54,100,2,1,Tidak,Tidak,800000000.0
Jakarta Selatan,"Pejaten, Jakarta Selatan",525,800,10,6,Tidak,Tidak,17000000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",55,55,3,3,Ada,Tidak,300000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",75,98,3,3,Ada,Tidak,3600000000.0
Jakarta Timur,"Jl. Sedayu City Kelapa Gading                                        Cakung, Jakarta Timur",90,100,3,3,Ada,Tidak,4000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",267,252,4,4,Tidak,Tidak,3150000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",71,170,3,3,Tidak,Tidak,2028000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",40,85,3,3,Tidak,Tidak,1390000000.0
Jakarta Selatan,"Jl. Palbatu Raya, Menteng Dalam, Kec. Tebet, Jakarta Selatan                                        Tebet, Jakarta Selatan",315,225,3,3,Tidak,Ada,8500000000.0
Jakarta Timur,"Kayu Putih, Jakarta Timur",200,330,3,3,Tidak,Tidak,4200000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1000,650,4,5,Ada,Tidak,23000000000.0
Jakarta Timur,"Jl. Cendana Utan kayu Selatan, Matraman Jakarta timur                                        Rawamangun, Jakarta Timur",167,130,6,6,Tidak,Tidak,4000000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",50,100,2,2,Tidak,Tidak,1350000000.0
Jakarta Selatan,"Dukit Duri, Tebet, Jakarta Selatan, DKI Jakarta                                        Tebet, Jakarta Selatan",87,100,5,4,Tidak,Tidak,1900000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",799,1250,8,7,Tidak,Tidak,32000000000.0
Jakarta Utara,Jakarta Utara,40,40,2,1,Tidak,Tidak,150000000.0
Jakarta Timur,"Malaka Sari, Jakarta Timur",78,150,4,2,Ada,Tidak,1350000000.0
Jakarta Selatan,"Jalan Raya Pasir Putih, Depok, Indonesia                                        Mampang Prapatan, Jakarta Selatan",30,27,2,2,Ada,Ada,150000000.0
Jakarta Utara,"Sunter, Jakarta Utara",120,120,5,4,Tidak,Tidak,4300000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",30,58,2,2,Tidak,Tidak,1061312000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",80,161,3,3,Tidak,Tidak,1980000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",72,61,3,2,Ada,Tidak,400000000.0
Jakarta Selatan,"Jalan senayan                                        Senayan, Jakarta Selatan",240,400,5,3,Ada,Tidak,12500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",255,250,3,3,Tidak,Tidak,8000000000.0
Jakarta Barat,"Kembangan Utara, Jakarta Barat",63,73,2,2,Ada,Ada,960000000.0
Jakarta Selatan,"Bangka, Kemang Jaksel                                         Bangka, Jakarta Selatan",1057,800,9,9,Ada,Tidak,35000000000.0
Jakarta Barat,"Perumahan Daan Mogot Arcadia                                        Daan Mogot, Jakarta Barat",72,72,2,1,Tidak,Tidak,900000000.0
Jakarta Timur,"Indonesia, Jakarta Timur, 48, Jalan SMA 14                                        Halim Perdana Kusumah, Jakarta Timur",32,38,2,2,Ada,Tidak,706000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",140,240,5,5,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",120,200,5,5,Tidak,Tidak,3500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",96,148,3,2,Tidak,Tidak,1700000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",103,162,3,2,Tidak,Tidak,1900000000.0
Jakarta Selatan,"Main Road Tebet, Jakarta Selatan                                        Tebet, Jakarta Selatan",200,245,3,2,Ada,Tidak,8200000000.0
Jakarta Utara,"Koja, Jakarta Utara",192,300,5,3,Tidak,Tidak,1500000000.0
Jakarta Selatan,"Jl. Kemang, Sukatani,  Cimanggis, Depok                                        Ciganjur, Jakarta Selatan",77,75,3,3,Ada,Tidak,969000000.0
Jakarta Timur,"Jl Raya Cibubur Cileungsi                                        Cibubur, Jakarta Timur",72,65,3,1,Ada,Ada,345000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",60,60,2,1,Ada,Ada,300000000.0
Jakarta Selatan,"Kebon Baru, Jakarta Selatan",40,32,2,1,Ada,Tidak,160000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",250,400,7,7,Tidak,Tidak,5000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",258,272,3,2,Tidak,Tidak,11500000000.0
Jakarta Utara,"Pademangan Timur, Jakarta Utara",87,209,5,5,Tidak,Tidak,2450000000.0
Jakarta Selatan,"Bukit Asri Residence                                        Jagakarsa, Jakarta Selatan",186,110,3,3,Ada,Tidak,2290000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",455,300,5,5,Tidak,Tidak,15000000000.0
Jakarta Barat,"Jl. Taman Semanan Raya No.8, RW.11, Duri Kosambi                                        Jakarta Barat",120,136,3,3,Ada,Ada,2750000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",180,140,3,3,Tidak,Tidak,2500000000.0
Jakarta Timur,"Jalan Raya Munjul, Jakarta Timur 13850, Indonesia                                        Munjul, Jakarta Timur",125,118,4,4,Ada,Tidak,1750000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",42,30,2,1,Ada,Tidak,180000000.0
Jakarta Selatan,"Panglima Polim, Jakarta Selatan",502,300,6,3,Tidak,Tidak,26500000000.0
Jakarta Barat,"Park Residence                                         Kalideres, Jakarta Barat",48,64,2,2,Tidak,Tidak,1300000000.0
Jakarta Selatan,"Panglima Polim, Jakarta Selatan",335,360,6,3,Tidak,Tidak,24500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",107,170,5,4,Ada,Tidak,1700000000.0
Jakarta Barat,"Kelapa Dua, Jakarta Barat",326,288,5,3,Tidak,Tidak,5500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",102,115,3,2,Tidak,Tidak,1800000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",280,175,3,3,Tidak,Tidak,5500000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",55,130,3,3,Tidak,Tidak,2600000000.0
Jakarta Timur,"Citra Gran Cibubut                                        Cibubur, Jakarta Timur",90,120,2,2,Tidak,Tidak,1200000000.0
Jakarta Barat,"tanjung duren, jakbar                                        Grogol Petamburan, Jakarta Barat",77,200,4,4,Ada,Tidak,2300000000.0
Jakarta Selatan,"Warung Buncit, Jakarta Selatan",50,80,3,2,Ada,Ada,550000000.0
Jakarta Selatan,"Kebagusan, Jakarta Selatan",346,385,6,5,Ada,Tidak,8375000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",147,300,4,4,Tidak,Tidak,3800000000.0
Jakarta Selatan,"Jati Padang, Jakarta Selatan",583,464,7,6,Tidak,Tidak,13500000000.0
Jakarta Selatan,"Cipedak, Jakarta Selatan",50,36,2,2,Ada,Tidak,270000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",144,200,5,3,Tidak,Tidak,1700000000.0
Jakarta Barat,"Jalan Jagung 3 , Bojong Indah , Jakbar                                        Rawa Buaya, Jakarta Barat",90,70,2,2,Tidak,Tidak,1000000000.0
Jakarta Timur,"Pinang Ranti, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Jl. Klp Dua Wetan Rt 8 / Rw 5 Kec, Ciracas , Jakarta Timur                                        Ciracas, Jakarta Timur",78,90,3,3,Ada,Ada,991000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",53,90,3,3,Tidak,Tidak,1199900000.0
Jakarta Timur,"Legenda wisata , jalan transyogie cibubur                                        Cibubur, Jakarta Timur",119,88,3,2,Ada,Ada,1025000000.0
Jakarta Timur,"Jalan Pondok Kelapa                                        Pondok Kelapa, Jakarta Timur",90,115,4,4,Tidak,Tidak,1300000000.0
Jakarta Timur,"Pondok Kelapa Jakarta Timur                                        Pondok Kelapa, Jakarta Timur",90,150,4,4,Tidak,Tidak,1950000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",70,108,5,5,Tidak,Tidak,1200000000.0
Jakarta Timur,"Condet, Jakarta Timur",715,900,6,4,Ada,Tidak,11500000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",105,192,3,4,Ada,Tidak,1850000000.0
Jakarta Selatan,"Jalan Metro Pondok Indah, Jakarta Selatan 12310, Indonesia                                        Pondok Indah, Jakarta Selatan",983,500,3,3,Tidak,Tidak,45000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",90,120,3,2,Tidak,Tidak,1950000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",26,47,2,2,Tidak,Tidak,561900000.0
Jakarta Utara,"Kelurahan kebon bawang, kecamatan tanjung Priok Kota Administrasi Jakarta Utara                                        Tanjung Priok, Jakarta Utara",36,48,2,1,Tidak,Tidak,465000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",300,500,4,4,Tidak,Tidak,20000000000.0
Jakarta Timur,"Rawamangun Jakarta Timur                                        Rawamangun, Jakarta Timur",135,250,5,5,Tidak,Tidak,3800000000.0
Jakarta Utara,"Pluit, Jakarta Utara",200,400,3,2,Tidak,Tidak,5250000000.0
Jakarta Selatan,"Gandaria Selatan                                        Fatmawati, Jakarta Selatan",168,260,5,5,Ada,Tidak,3500000000.0
Jakarta Selatan,"Pejaten Timur, Jakarta Selatan",135,262,4,4,Ada,Tidak,3000000000.0
Jakarta Selatan,"Cipulir Kel., Kebayoran Lama, Jakarta Selatan, JABODETABEK, Indonesia                                        Cipulir, Jakarta Selatan",60,36,2,2,Ada,Tidak,170000000.0
Jakarta Timur,"Bambu Apus, Jakarta Timur",48,36,2,1,Ada,Ada,300000000.0
Jakarta Pusat,"Samping Tol Cijago Cimanggis Depok                                        Tanah Abang, Jakarta Pusat",40,80,3,2,Ada,Tidak,945000000.0
Jakarta Selatan,"Tanjung Barat, Jakarta Selatan",57,45,2,2,Ada,Tidak,265000000.0
Jakarta Selatan,"Jalan Tol Depok-Antasari, Jakarta Selatan, Indonesia                                        Pancoran, Jakarta Selatan",30,27,2,2,Ada,Ada,150000000.0
Jakarta Timur,"Royal Villas                                        Pulo Gebang, Jakarta Timur",102,80,2,2,Ada,Tidak,1600000000.0
Jakarta Timur,"Cakung (Jakarta Timur)                                        Cakung, Jakarta Timur",220,225,5,4,Ada,Tidak,6000000000.0
Jakarta Selatan,"gang Swadarma Cipulir Jakarta Selatan                                         Pesanggrahan, Jakarta Selatan",24,35,2,1,Tidak,Tidak,390000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",457,400,6,5,Ada,Ada,4500000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",171,200,4,3,Ada,Tidak,4000000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",90,85,3,3,Tidak,Tidak,2300000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",200,300,3,2,Ada,Tidak,6500000000.0
Jakarta Utara,"Pluit, Jakarta Utara",525,700,4,3,Ada,Tidak,25000000000.0
Jakarta Barat,"Grogol, Jakarta Barat",140,300,3,4,Ada,Tidak,6500000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",66,135,4,4,Tidak,Tidak,2300000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",90,150,4,2,Tidak,Tidak,2200000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",171,200,4,3,Ada,Tidak,4000000000.0
Jakarta Barat,"Grogol Petamburan, Jakarta Barat",80,180,3,3,Tidak,Tidak,2300000000.0
Jakarta Barat,"Rawa Buaya, Jakarta Barat",210,100,3,2,Tidak,Tidak,2000000000.0
Jakarta Timur,"Cipayung, Jakarta Timur                                        Cipayung, Jakarta Timur",264,180,3,3,Tidak,Ada,1700000000.0
Jakarta Barat,"Pos Pengumben, Jakarta Barat",108,120,5,5,Tidak,Tidak,2350000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",52,100,3,3,Tidak,Tidak,800000000.0
Jakarta Barat,"Pekojan, Jakarta Barat",200,149,2,3,Tidak,Tidak,1500000000.0
Jakarta Selatan,"Area Cipete Jakarta Selatan                                        Cipete, Jakarta Selatan",208,458,5,5,Tidak,Tidak,10500000000.0
Jakarta Timur,"Cawang, Jakarta Timur",170,200,4,3,Ada,Tidak,3600000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",230,260,6,6,Tidak,Tidak,3200000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",107,140,4,4,Ada,Tidak,2400000000.0
Jakarta Timur,"Jalan Raya Pkp, Jakarta Timur 13580, Indonesia                                        Kelapa Dua Wetan, Jakarta Timur",62,80,3,3,Ada,Tidak,899000000.0
Jakarta Selatan,"Jl. Baktimulya No 10 G, Jagakarsa, Jakarta Selatann                                        Jagakarsa, Jakarta Selatan",83,120,4,4,Tidak,Tidak,1300000000.0
Jakarta Timur,Jakarta Timur,65,77,3,3,Ada,Tidak,1606240000.0
Jakarta Pusat,"Johar Baru, Jakarta Pusat",68,45,2,1,Tidak,Tidak,400000000.0
Jakarta Utara,"Kelapa Gading, Jakarta, JABODETABEK, Indonesia                                        Kelapa Gading, Jakarta Utara",90,100,5,5,Tidak,Tidak,2600000000.0
Jakarta Timur,"Cakung, Jakarta Timur",122,300,4,3,Ada,Tidak,5500000000.0
Jakarta Selatan,"Jalan besar dua mobil                                        Cilandak Barat, Jakarta Selatan",720,500,5,5,Tidak,Tidak,28000000000.0
Jakarta Selatan,"Ampera, Jakarta Selatan",1312,1100,5,5,Tidak,Tidak,29500000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",160,400,3,4,Ada,Tidak,9200000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",200,525,4,4,Tidak,Tidak,9500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",120,160,3,3,Tidak,Tidak,4300000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",150,200,3,3,Tidak,Tidak,5300000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",250,600,4,4,Tidak,Tidak,11000000000.0
Jakarta Utara,"Pluit, Jakarta Utara",160,240,2,2,Tidak,Tidak,5800000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",200,375,4,4,Tidak,Tidak,9000000000.0
Jakarta Utara,"Pluit, Jakarta Utara",240,270,3,3,Tidak,Tidak,7000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",60,60,2,2,Tidak,Tidak,2500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",280,420,4,4,Tidak,Tidak,8500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",537,900,6,6,Tidak,Tidak,16800000000.0
Jakarta Timur,Jakarta Timur,105,194,5,5,Tidak,Tidak,3714533424.0
Jakarta Timur,"taman modern                                        Cakung, Jakarta Timur",104,100,3,3,Ada,Tidak,1300000000.0
Jakarta Selatan,"Indonesia, DKI Jakarta, Jakarta Selatan                                        Pondok Indah, Jakarta Selatan",500,700,6,6,Tidak,Tidak,24500000000.0
Jakarta Barat,"Jl. Lele Raya Bambu Apus, Pamulang, Tangerang Selatan Bintaro                                        Joglo, Jakarta Barat",70,88,3,3,Ada,Ada,982300000.0
Jakarta Timur,"Cibubur, Jakarta Timur",165,160,3,3,Tidak,Tidak,1700000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",98,115,4,4,Ada,Ada,3000000000.0
Jakarta Selatan,Jakarta Selatan,372,250,4,4,Tidak,Tidak,8500000000.0
Jakarta Selatan,Jakarta Selatan,770,700,4,3,Tidak,Tidak,18500000000.0
Jakarta Timur,"Jakarta Garden City Boulevard, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",170,218,5,5,Ada,Ada,6100000000.0
Jakarta Timur,"Jalan Jakarta Garden City Boulevard, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",112,90,4,3,Ada,Ada,1900000000.0
Jakarta Timur,"Cakung, Jakarta Timur",144,144,4,4,Ada,Ada,1650000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",614,450,5,2,Tidak,Tidak,12000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",320,240,4,4,Tidak,Tidak,7500000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",553,850,4,4,Tidak,Tidak,32000000000.0
Jakarta Barat,Jakarta Barat,200,220,3,2,Tidak,Tidak,3750000000.0
Jakarta Selatan,"Jalan P masuk mobil.                                        Kuningan Timur, Jakarta Selatan",175,200,8,8,Tidak,Tidak,3500000000.0
Jakarta Utara,"HIBRYDA                                        Kelapa Gading, Jakarta Utara",69,90,3,3,Tidak,Tidak,2100000000.0
Jakarta Selatan,"Pancoran Jakarta Selatan                                        Pancoran, Jakarta Selatan",563,371,7,2,Tidak,Tidak,12000000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",134,142,4,4,Ada,Tidak,3300000000.0
Jakarta Selatan,"Jl. Kalibata Selatan  Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740, Indonesia                                        Kalibata, Jakarta Selatan",84,180,4,1,Tidak,Tidak,3700000000.0
Jakarta Barat,"Puri Indah, Jakarta Barat",140,320,3,3,Ada,Tidak,4000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",300,840,4,4,Tidak,Tidak,15800000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",300,500,4,4,Tidak,Tidak,17500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",48,112,3,3,Tidak,Tidak,3100000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",82,179,4,4,Tidak,Tidak,1750000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",48,56,2,2,Tidak,Tidak,2600000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",311,290,3,3,Tidak,Tidak,13000000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",2000,800,5,4,Tidak,Tidak,60000000000.0
Jakarta Selatan,Jakarta Selatan,650,400,7,4,Tidak,Tidak,14500000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",500,360,8,4,Tidak,Tidak,27000000000.0
Jakarta Barat,"Jalan Perumahan Intercon Kebun Jeruk, Jakarta Barat 11650, Indonesia                                        Kembangan, Jakarta Barat",394,370,4,2,Tidak,Tidak,13000000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",469,230,5,4,Tidak,Tidak,8000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",135,240,3,2,Ada,Tidak,3300000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",105,140,5,5,Ada,Ada,3200000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",355,400,6,3,Tidak,Tidak,9000000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",400,600,4,4,Tidak,Tidak,4000000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",120,250,4,4,Tidak,Tidak,3600000000.0
Jakarta Pusat,"jalan cempaka putih tengah jalan lebar dua mobil.                                        Cempaka Putih, Jakarta Pusat",209,150,3,3,Tidak,Tidak,4375000000.0
Jakarta Timur,Jakarta Timur,200,350,5,4,Tidak,Tidak,3750000000.0
Jakarta Timur,"Gang karung, setu ciapayung, jak tim                                        Cipayung, Jakarta Timur",46,38,1,1,Tidak,Tidak,335000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",327,500,7,4,Tidak,Tidak,8000000000.0
Jakarta Selatan,"Jl. Pedurenan , Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia                                        Pasar Minggu, Jakarta Selatan",1024,1050,8,7,Tidak,Tidak,42000000000.0
Jakarta Selatan,"Cipedak Kel., Jagakarsa, Jakarta Selatan, JABODETABEK, Indonesia                                        Jagakarsa, Jakarta Selatan",70,100,3,2,Tidak,Tidak,1450000000.0
Jakarta Selatan,Jakarta Selatan,188,310,5,5,Tidak,Tidak,5500000000.0
Jakarta Selatan,"Indonesia, 12730, Jakarta Selatan, Jalan Kemang Timur                                        Kemang, Jakarta Selatan",200,300,6,6,Tidak,Tidak,6200000000.0
Jakarta Selatan,"Cipete                                        Cipete Selatan, Jakarta Selatan",105,167,3,3,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",1752,712,3,3,Tidak,Tidak,35500000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",72,120,3,3,Ada,Ada,1500000000.0
Jakarta Timur,"Cakung, Jakarta Timur",105,45,3,2,Tidak,Tidak,675000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",94,147,4,3,Tidak,Tidak,2700000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",650,337,4,3,Tidak,Tidak,16000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",54,109,3,3,Tidak,Tidak,3200000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",136,272,4,4,Tidak,Tidak,6700000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",627,1050,5,5,Tidak,Tidak,40000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",150,200,4,4,Tidak,Tidak,5000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",240,540,4,4,Tidak,Tidak,14000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",45,45,2,2,Tidak,Tidak,1597000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",250,400,4,4,Tidak,Tidak,11000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",45,90,2,2,Tidak,Tidak,1050000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",209,150,5,2,Ada,Ada,4700000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",123,120,5,4,Ada,Ada,2500000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",98,98,4,4,Ada,Ada,3000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",120,110,4,3,Tidak,Tidak,2000000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",90,90,3,3,Ada,Ada,2800000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",775,650,5,4,Tidak,Tidak,18500000000.0
Jakarta Selatan,"Petogogan, Jakarta Selatan",585,600,5,5,Tidak,Tidak,40000000000.0
Jakarta Timur,"Jakarta Garden City, Jakarta Timur 13910, Indonesia                                        Cakung, Jakarta Timur",119,85,4,2,Ada,Ada,2300000000.0
Jakarta Pusat,"menteng                                        Menteng, Jakarta Pusat",1200,717,4,4,Tidak,Tidak,63000000000.0
Jakarta Barat,"Jl. Meruya Selatan                                        Meruya, Jakarta Barat",64,150,4,4,Tidak,Tidak,1750000000.0
Jakarta Utara,"Sunter, Jakarta Utara",198,350,4,3,Ada,Tidak,6500000000.0
Jakarta Utara,Jakarta Utara,1019,1339,5,4,Tidak,Tidak,25000000000.0
Jakarta Barat,"Daan Mogot, Jakarta Barat",200,200,3,2,Ada,Tidak,3800000000.0
Jakarta Utara,"Pik1                                        Pantai Indah Kapuk, Jakarta Utara",200,350,4,4,Tidak,Tidak,7500000000.0
Jakarta Timur,"Jalan H Nasir                                        Duren Sawit, Jakarta Timur",92,150,4,4,Tidak,Tidak,2300000000.0
