kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Timur,"Jl. Sedayu City                                         Cakung, Jakarta Timur",87,186,4,3,Ada,Tidak,5600000000.0
Jakarta Timur,"Keluarahan Sukatani Jakarta Timur                                        Cibubur, Jakarta Timur",400,100,3,3,Tidak,Tidak,1400000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",198,250,4,2,Tidak,Tidak,950000000.0
Jakarta Utara,"SUNTER DANAU INDAH                                        Sunter, Jakarta Utara",84,60,2,2,Tidak,Tidak,1900000000.0
Jakarta Timur,"Pondok Bambu, Jakarta Timur",90,125,2,2,Ada,Ada,1250000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",400,600,6,5,Ada,Ada,11800000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",36,56,3,3,Ada,Tidak,1350000000.0
Jakarta Selatan,"Cipedak, Jakarta Selatan",38,70,3,2,Tidak,Tidak,635000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",70,68,2,2,Tidak,Tidak,1300000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",90,100,3,3,Tidak,Tidak,1450000000.0
Jakarta Selatan,"Srengseng Sawah Kel., Jagakarsa, Jakarta, JABODETABEK, Indonesia                                        Jagakarsa, Jakarta Selatan",121,150,4,4,Ada,Tidak,2500000000.0
Jakarta Selatan,"TB Simatupang, Jakarta Selatan",236,220,3,3,Ada,Ada,3700000000.0
Jakarta Selatan,"Jl. Mujair 1, Bambu Apus, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415                                        Mampang Prapatan, Jakarta Selatan",60,55,3,2,Ada,Ada,600000000.0
Jakarta Pusat,Jakarta Pusat,127,220,5,3,Tidak,Tidak,1100000000.0
Jakarta Timur,"Kayu Putih, Jakarta Timur",120,200,8,2,Ada,Ada,3500000000.0
Jakarta Barat,"Taman Sari, Jakarta Barat",81,200,4,4,Tidak,Tidak,3000000000.0
Jakarta Timur,"Pondok Ranggon, Jakarta Timur",32,60,2,2,Tidak,Tidak,420000000.0
Jakarta Selatan,"Ulujami, Jakarta Selatan",167,180,4,4,Tidak,Tidak,1800000000.0
Jakarta Barat,"Kemanggisan, Jakarta Barat",30,30,2,1,Tidak,Tidak,170000000.0
Jakarta Timur,"Cipinang Cempedak, Jakarta Timur",533,315,4,4,Tidak,Tidak,14000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",65,95,3,3,Ada,Tidak,753000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",90,120,3,2,Tidak,Tidak,1950000000.0
Jakarta Barat,"Pegadungan, Jakarta Barat",300,350,4,4,Tidak,Tidak,5500000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",60,36,2,1,Tidak,Tidak,110000000.0
Jakarta Selatan,"Cipedak, Jakarta Selatan",50,55,3,1,Ada,Tidak,335000000.0
Jakarta Timur,"Cipinang Cempedak, Jakarta Timur",162,279,6,5,Tidak,Tidak,2500000000.0
Jakarta Timur,"Batu Ampar, Jakarta Timur",170,150,3,2,Tidak,Tidak,1700000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",209,88,3,3,Tidak,Tidak,1886000000.0
Jakarta Timur,"Cililitan, Jakarta Timur",62,115,4,2,Tidak,Tidak,750000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",36,36,2,1,Tidak,Tidak,450000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",160,160,4,4,Tidak,Tidak,3500000000.0
Jakarta Selatan,"Jalan Kampung Baru Permai, Jakarta Barat 11560, Indonesia                                        Kebayoran Lama, Jakarta Selatan",40,50,2,2,Tidak,Tidak,299950000.0
Jakarta Selatan,"Jalan Raya Bintaro                                        Bintaro, Jakarta Selatan",77,90,3,3,Tidak,Tidak,1500000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",210,200,4,3,Tidak,Tidak,5000000000.0
Jakarta Timur,"Pondok Kopi, Jakarta Timur",75,65,3,2,Ada,Tidak,800000000.0
Jakarta Selatan,"Bukit Duri, Jakarta Selatan",84,110,3,2,Tidak,Tidak,1100000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",102,102,3,2,Tidak,Tidak,1800000000.0
Jakarta Barat,"Jalan Kavling DKI, Jakarta Barat, Indonesia                                        Meruya Utara, Jakarta Barat",125,150,3,3,Tidak,Tidak,2700000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",90,170,4,4,Tidak,Tidak,2200000000.0
Jakarta Selatan,"Jatipadang                                        Jati Padang, Jakarta Selatan",270,200,3,3,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Jl. Petukangan Selatan Mesjid Al- Ikhlas Petukangan Sel. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta                                         Petukangan Selatan, Jakarta Selatan",320,96,2,1,Tidak,Tidak,2900000000.0
Jakarta Selatan,"Jl. Bangka                                        Kemang, Jakarta Selatan",1500,1387,5,5,Tidak,Tidak,55000000000.0
Jakarta Timur,"Cakung, Jakarta Timur",90,112,3,2,Tidak,Tidak,1350000000.0
Jakarta Selatan,"Ampera, Jakarta Selatan",207,215,4,4,Tidak,Tidak,4100000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",135,180,4,3,Tidak,Tidak,4650000000.0
Jakarta Timur,"Jln Madrasah, Kel. Pekayon, Kec. Pasar Rebo                                        Pasar Rebo, Jakarta Timur",266,450,5,5,Tidak,Tidak,3000000000.0
Jakarta Barat,"Daan Mogot, Jakarta Barat",144,200,3,3,Ada,Ada,2500000000.0
Jakarta Barat,"Kapuk, Jakarta Barat",50,80,3,2,Ada,Ada,550000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",85,130,3,2,Ada,Tidak,1850000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",60,119,3,2,Ada,Tidak,2950000000.0
Jakarta Timur,"Jl H. Bahir Jatijajar                                        Ciracas, Jakarta Timur",53,30,2,1,Ada,Tidak,391000000.0
Jakarta Selatan,"Ampera, Jakarta Selatan",31,30,2,1,Ada,Tidak,170000000.0
Jakarta Utara,"Koja, Jakarta Utara",160,200,3,2,Tidak,Tidak,800000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",170,160,3,3,Tidak,Tidak,2700000000.0
Jakarta Barat,"Jalan Komplek DKI Joglo, Jakarta Barat 11640, Indonesia                                        Jakarta Barat",142,250,4,3,Tidak,Tidak,2450000000.0
Jakarta Selatan,"Cipedak Kel., Jagakarsa, Jakarta Selatan, JABODETABEK, Indonesia                                        Jagakarsa, Jakarta Selatan",1703,330,6,6,Tidak,Tidak,15300000000.0
Jakarta Pusat,"Jalan Menteng Raya, Jakarta Pusat 10340, Indonesia                                        Menteng, Jakarta Pusat",72,36,2,2,Ada,Ada,360000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",80,185,4,4,Tidak,Tidak,2990000000.0
Jakarta Selatan,"Kemang Selatan                                        Kemang, Jakarta Selatan",1420,600,6,4,Ada,Tidak,34000000000.0
Jakarta Barat,"Jembatan Lima, Jakarta Barat",154,200,5,3,Tidak,Tidak,2500000000.0
Jakarta Barat,"Meruya Selatan, Jakarta Barat",40,40,2,1,Tidak,Tidak,300000000.0
Jakarta Barat,"Jl. Kintamani Raya, RT.8/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840                                        Daan Mogot, Jakarta Barat",90,170,4,4,Ada,Tidak,1900000000.0
Jakarta Barat,"Daan Mogot, Jakarta Barat",153,196,4,4,Tidak,Tidak,7004988000.0
Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",580,250,3,3,Tidak,Tidak,17000000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",35,70,2,1,Tidak,Tidak,350000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",211,100,3,3,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Jalan Kemuning I, Jakarta Selatan 12510, Indonesia                                        Pejaten Timur, Jakarta Selatan",1152,250,7,7,Tidak,Tidak,9500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",125,180,4,4,Tidak,Tidak,2100000000.0
Jakarta Utara,Jakarta Utara,100,100,3,3,Ada,Ada,350000000.0
Jakarta Selatan,"Jl. Tebet                                        Tebet, Jakarta Selatan",119,119,2,2,Tidak,Tidak,1950000000.0
Jakarta Selatan,"Pejaten, Jakarta Selatan",500,650,6,6,Ada,Ada,13950000000.0
Jakarta Barat,"Mangga Besar, Jakarta Barat",101,110,4,3,Tidak,Tidak,1200000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",62,45,2,2,Ada,Ada,1300000000.0
Jakarta Selatan,"Jalan Benda Dalam & Jalan Benda Ujung, Jakarta Selatan 12630, Indonesia                                        Ciganjur, Jakarta Selatan",1065,900,6,6,Tidak,Tidak,10900000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",150,390,4,3,Ada,Tidak,4500000000.0
Jakarta Selatan,"Gladiola Residence, Tangerang Kota 15155, Indonesia                                        Kebayoran Lama, Jakarta Selatan",48,64,2,2,Ada,Ada,1000000000.0
Jakarta Selatan,"Cipedak, Jakarta Selatan",42,30,2,1,Ada,Tidak,165000000.0
Jakarta Timur,"Kalisari, Jakarta Timur",108,126,3,3,Tidak,Tidak,1650000000.0
Jakarta Selatan,"Bintaro, Jakarta Selatan",250,200,5,3,Tidak,Tidak,3500000000.0
Jakarta Barat,"Meruya, Jakarta Barat",134,170,4,3,Tidak,Tidak,3100000000.0
Jakarta Selatan,Jakarta Selatan,72,47,3,1,Tidak,Tidak,800000000.0
Jakarta Barat,"Jalan Palapa  - Tegal Alur - Kalideres - Jakarta Barat                                        Tegal Alur, Jakarta Barat",78,120,3,3,Tidak,Tidak,1550000000.0
Jakarta Barat,"Green Puri, Jakarta Barat                                        Jakarta Barat",90,110,3,2,Ada,Tidak,1900000000.0
Jakarta Barat,"Tegal Alur, Jakarta Barat",90,90,3,2,Tidak,Tidak,1200000000.0
Jakarta Timur,"Jalan Abadi, Jakarta Timur 13440, Indonesia                                        Duren Sawit, Jakarta Timur",72,120,2,2,Ada,Tidak,1300000000.0
Jakarta Utara,"Indonesia, Jakarta Utara, Kelapa Gading                                        Kelapa Gading, Jakarta Utara",120,150,3,3,Ada,Tidak,1850000000.0
Jakarta Timur,"Pondok Bambu, Jakarta Timur",60,36,2,1,Tidak,Tidak,455000000.0
Jakarta Utara,"Jl. Cemara No.56, RT.002/RW.016, Kel. Lagoa, Kec. Koja, Kota Jakarta Utara, Provinsi DKI Jakarta.                                        Koja, Jakarta Utara",169,200,3,3,Tidak,Tidak,1400000000.0
Jakarta Utara,"jl. kebantenan                                        Semper Timur, Jakarta Utara",464,275,4,4,Tidak,Tidak,2300000000.0
Jakarta Barat,"Kebon Jeruk                                        Kebon Jeruk, Jakarta Barat",75,145,3,4,Tidak,Tidak,2400000000.0
Jakarta Utara,"Koja, Jakarta Utara",236,236,3,1,Tidak,Tidak,1679510000.0
Jakarta Barat,"Kebon Jeruk                                        Kebon Jeruk, Jakarta Barat",100,165,3,3,Ada,Tidak,1800000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",76,90,3,2,Tidak,Tidak,1650000000.0
Jakarta Selatan,"Jalan Kemandoran 1, Jakarta Selatan 12210, Indonesia                                        Permata Hijau, Jakarta Selatan",156,190,4,4,Tidak,Tidak,5500000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",716,500,5,3,Tidak,Tidak,42000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1135,1240,9,7,Ada,Ada,18000000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",156,135,3,2,Tidak,Tidak,500000000.0
Jakarta Barat,"Mangga Besar, Jakarta Barat",220,550,4,4,Ada,Tidak,5000000000.0
Jakarta Selatan,"Cilandak Pondok Labu Jakarta Selatan                                        Cilandak, Jakarta Selatan",85,170,3,2,Tidak,Tidak,900000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",300,500,4,4,Tidak,Tidak,20000000000.0
Jakarta Utara,"Koja, Jakarta Utara",40,80,2,2,Tidak,Tidak,850000000.0
Jakarta Utara,"Perumahan Golf Island Pantai Indah Kapuk                                        Pantai Indah Kapuk, Jakarta Utara",160,360,3,3,Ada,Ada,10000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",108,150,4,3,Ada,Tidak,1800000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",90,160,5,2,Tidak,Tidak,1600000000.0
Jakarta Selatan,"Ciganjur, Jakarta Selatan",204,300,5,5,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",50,90,3,2,Tidak,Tidak,850000000.0
Jakarta Timur,"Utan Kayu, Jakarta Timur",165,90,4,1,Tidak,Tidak,2300000000.0
Jakarta Barat,"Meruya Utara Kel., Kembangan, Jakarta Barat, JABODETABEK, Indonesia                                        Meruya, Jakarta Barat",120,137,3,3,Ada,Tidak,2350000000.0
Jakarta Barat,"Meruya, Jakarta Barat",250,160,2,1,Tidak,Tidak,3100000000.0
Jakarta Selatan,"Bukit Duri, Jakarta Selatan",65,60,2,2,Tidak,Tidak,750000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",32,60,2,2,Tidak,Tidak,420000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",612,362,5,5,Tidak,Tidak,18500000000.0
Jakarta Selatan,"Bukit Duri, Jakarta Selatan",260,210,4,2,Tidak,Tidak,2100000000.0
Jakarta Selatan,Simprug                                        Jakarta Selatan,688,1000,10,10,Tidak,Tidak,35000000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",1100,1050,5,5,Tidak,Tidak,45000000000.0
Jakarta Utara,"Jalan Kebon Baru, Jakarta Utara 14130, Indonesia                                        Cilincing, Jakarta Utara",28,56,2,2,Tidak,Tidak,325000000.0
Jakarta Selatan,"Poltangan                                        Pejaten Timur, Jakarta Selatan",225,175,4,3,Tidak,Tidak,2600000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",318,396,7,7,Tidak,Tidak,7500000000.0
Jakarta Selatan,"Kebagusan, Pasar Minggu, Jakarta Selatan                                        Pasar Minggu, Jakarta Selatan",221,200,5,4,Tidak,Tidak,2800000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",80,100,3,3,Tidak,Tidak,900000000.0
Jakarta Timur,"Klender, Jakarta Timur",68,120,3,3,Ada,Ada,888000000.0
Jakarta Utara,"Rorotan, Jakarta Utara",84,105,3,3,Tidak,Tidak,950000000.0
Jakarta Selatan,"Bintaro                                         Bintaro, Jakarta Selatan",90,120,4,4,Ada,Tidak,1650000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",60,48,2,2,Ada,Ada,636000000.0
Jakarta Selatan,"Jalan jagakarsa raya, Depok 16544, Indonesia                                        Jagakarsa, Jakarta Selatan",54,27,3,2,Ada,Tidak,320000000.0
Jakarta Selatan,"Jl Pinang Emas                                        Pondok Indah, Jakarta Selatan",116,100,3,1,Tidak,Tidak,3600000000.0
Jakarta Selatan,"Kuningan, Jakarta Selatan",800,700,4,4,Ada,Ada,130000000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",117,350,4,4,Ada,Ada,4500000000.0
Jakarta Barat,"greenville tahap IV                                        Duri Kepa, Jakarta Barat",202,170,3,3,Tidak,Tidak,3350000000.0
Jakarta Timur,"Jati Asih Kota Bekasi                                        Duren Sawit, Jakarta Timur",60,68,3,3,Ada,Tidak,950400000.0
Jakarta Timur,"Kramat Jati, Jakarta Timur",118,300,5,4,Tidak,Tidak,3000000000.0
Jakarta Barat,"Jalan Kamboja Raya, Jakarta Barat, Indonesia                                        Palmerah, Jakarta Barat",159,230,6,6,Tidak,Tidak,5950000000.0
Jakarta Barat,"Slipi                                        Slipi, Jakarta Barat",301,500,11,11,Tidak,Tidak,7500000000.0
Jakarta Timur,"Jl Pisangan Baru Utara, Pisangan - Matraman                                        Pisangan Baru, Jakarta Timur",35,60,2,2,Tidak,Tidak,770000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",60,65,3,2,Ada,Tidak,695000000.0
Jakarta Barat,"Slipi, Jakarta Barat",181,115,3,3,Tidak,Tidak,4500000000.0
Jakarta Pusat,"Pasar Baru, Jakarta Pusat",55,55,2,2,Tidak,Tidak,300000000.0
Jakarta Pusat,"Kwitang, Jakarta Pusat",255,255,3,2,Tidak,Tidak,1750000000.0
Jakarta Selatan,"Ragunan, Jakarta Selatan",47,47,2,1,Tidak,Tidak,450000000.0
Jakarta Utara,"Sunter, Jakarta Utara",84,90,3,2,Tidak,Tidak,2200000000.0
Jakarta Timur,"Kalisari, Jakarta Timur",51,61,3,2,Tidak,Tidak,650500000.0
Jakarta Timur,"Ciracas, Jakarta Timur",65,80,3,3,Ada,Ada,949000000.0
Jakarta Timur,"Bambu Apus, Jakarta Timur",155,265,6,3,Ada,Ada,2800000000.0
Jakarta Utara,"Muara Karang, Jakarta Utara",140,450,3,3,Tidak,Tidak,5750000000.0
Jakarta Timur,"Utan Kayu Utara, Jakarta Timur",282,305,8,8,Tidak,Tidak,4200000000.0
Jakarta Selatan,"Menteng Dalam Kel., Tebet, Jakarta, JABODETABEK, Indonesia                                        Menteng Dalam, Jakarta Selatan",237,170,4,4,Ada,Tidak,6800000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",40,35,1,1,Tidak,Tidak,300000000.0
Jakarta Selatan,"Jalan Pejaten Timur                                        Pasar Minggu, Jakarta Selatan",165,185,4,4,Ada,Tidak,2400000000.0
Jakarta Utara,"Bukit Gading Villa Cluster Villa Tampak Siring, Jalan Raya Tampak Siring No. 15 Kelurahan Kelapa Gading Barat, Kecamatan Kelapa Gading, Kota Jakarta Utara, Propinsi Daerah Khusus Ibukota Jakarta 14240                                        Kelapa Gading, Jakarta Utara",1083,1083,5,5,Tidak,Tidak,55000000000.0
Jakarta Selatan,"Pejaten, Jakarta Selatan",416,350,4,4,Ada,Tidak,8100000000.0
Jakarta Timur,"Jalan Legenda Wisata, Bogor Kabupaten 16965, Indonesia                                        Ciracas, Jakarta Timur",136,272,4,4,Ada,Tidak,1500000000.0
Jakarta Selatan,"Ulujami, Jakarta Selatan",212,350,5,2,Tidak,Tidak,2200000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",29,73,2,2,Tidak,Tidak,575000000.0
Jakarta Timur,"Perum Griya Setya No 8 Jl Dana Prasetya, Gedong, Pasar Rebo                                        Gedong, Jakarta Timur",68,120,3,3,Tidak,Tidak,1050000000.0
Jakarta Timur,"Pinang Ranti, Jakarta Timur",331,280,4,3,Tidak,Tidak,4300000000.0
Jakarta Selatan,"jl raisan                                        Jagakarsa, Jakarta Selatan",70,60,2,2,Ada,Tidak,850000000.0
Jakarta Selatan,"pondok indah                                        Pondok Indah, Jakarta Selatan",125,220,3,3,Tidak,Tidak,3500000000.0
Jakarta Barat,"Grogol Petamburan, Jakarta Barat",100,100,3,3,Ada,Ada,350000000.0
Jakarta Timur,"Utan Kayu, Jakarta Timur",122,122,3,2,Tidak,Tidak,935000000.0
Jakarta Selatan,"Casablanca, Jakarta Selatan",50,55,3,3,Ada,Tidak,365000000.0
Jakarta Timur,"cluster dragon cibubur                                        Cibubur, Jakarta Timur",195,75,3,2,Ada,Tidak,950000000.0
Jakarta Timur,"Jl Raya Cibubur Cileungsi                                        Cibubur, Jakarta Timur",90,70,3,2,Ada,Ada,455000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",360,1200,4,4,Tidak,Tidak,29000000000.0
Jakarta Barat,"Duri Kepa Kel., Kebon Jeruk, Jakarta, JABODETABEK, Indonesia                                        Kebon Jeruk, Jakarta Barat",70,70,3,2,Tidak,Tidak,875000000.0
Jakarta Timur,"Jalan Desa Batu Ampar, Jakarta Timur 13540, Indonesia                                        Kramat Jati, Jakarta Timur",56,85,2,2,Tidak,Tidak,950000000.0
Jakarta Barat,"Jl. Terong                                         Mangga Besar, Jakarta Barat",80,150,5,3,Tidak,Tidak,3000000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",52,71,2,3,Tidak,Tidak,1108900000.0
Jakarta Utara,"Pademangan, Jakarta Utara",40,110,3,2,Tidak,Tidak,375000000.0
Jakarta Selatan,"Tebet Timur, Jakarta Selatan",100,110,4,3,Tidak,Tidak,2300000000.0
Jakarta Selatan,"jagakarsa, jakarta selatan                                        Jagakarsa, Jakarta Selatan",96,102,3,3,Tidak,Tidak,950000000.0
Jakarta Barat,"Jelambar, Jakarta Barat",36,128,3,3,Tidak,Tidak,1290000000.0
Jakarta Timur,"Jln bambu apus setu cipayung pasar rebo jakarta                                        Bambu Apus, Jakarta Timur",50,60,3,3,Tidak,Tidak,850000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",100,120,5,5,Tidak,Tidak,1500000000.0
Jakarta Utara,"Jl G Cinere                                        Kebon Bawang, Jakarta Utara",132,274,5,3,Tidak,Tidak,2200000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",178,160,4,4,Tidak,Tidak,4800000000.0
Jakarta Timur,"Kampung Melayu, Jakarta Timur",60,74,3,2,Tidak,Tidak,800000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",120,70,2,2,Tidak,Tidak,4850000000.0
Jakarta Selatan,"Ampera, Jakarta Selatan",50,40,2,1,Ada,Ada,350000000.0
Jakarta Utara,"Sunter, Jakarta Utara",345,400,5,4,Tidak,Tidak,10000000000.0
Jakarta Timur,"Condet, Jakarta Timur",150,90,3,2,Tidak,Tidak,850000000.0
Jakarta Timur,"Condet, Jakarta Timur",50,55,3,3,Ada,Tidak,335000000.0
Jakarta Selatan,"Tanjung Barat, Jakarta Selatan",50,80,3,2,Tidak,Tidak,650000000.0
Jakarta Selatan,Jakarta Selatan,240,340,5,3,Tidak,Tidak,4200000000.0
Jakarta Timur,"Klender, Jakarta Timur",78,70,2,1,Ada,Ada,620000000.0
Jakarta Timur,"Jln Raya Parpostel                                        Duren Sawit, Jakarta Timur",78,48,2,2,Ada,Tidak,504000000.0
Jakarta Barat,"Jalan Slipi 2, Jakarta Barat 11410, Indonesia                                        Palmerah, Jakarta Barat",301,602,7,7,Tidak,Tidak,7600000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",75,65,3,2,Ada,Tidak,800000000.0
Jakarta Selatan,"Pejaten Barat, Jakarta Selatan",170,164,4,4,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",60,36,2,1,Ada,Tidak,490000000.0
Jakarta Barat,"Glodok, Jakarta Barat",175,83,5,2,Tidak,Tidak,1800000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",241,288,3,3,Tidak,Tidak,4300000000.0
Jakarta Barat,"Palmerah, Jakarta Barat",110,250,4,4,Tidak,Tidak,3650000000.0
Jakarta Selatan,"Pondok Labu, Jakarta Selatan",42,30,2,1,Ada,Tidak,165000000.0
Jakarta Barat,"Duri Kosambi, Jakarta Barat",60,55,3,2,Ada,Tidak,954000000.0
Jakarta Selatan,"Lokasi di Srengseng Sawah harga murah                                        Srengseng Sawah, Jakarta Selatan",55,90,3,3,Tidak,Tidak,900000000.0
Jakarta Selatan,"Pejaten Barat, Jakarta Selatan",105,320,6,6,Tidak,Tidak,3000000000.0
Jakarta Barat,"Duri Kosambi, Jakarta Barat",90,120,3,2,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Jalan Metro Pondok Indah BB, Jakarta Selatan 12310, Indonesia                                        Pondok Indah, Jakarta Selatan",627,1000,5,5,Ada,Ada,55000000000.0
Jakarta Barat,"Perumahan Duri Kosambi Taman Pinang Merah Cengkareng Jakarta Barat                                        Duri Kosambi, Jakarta Barat",55,79,3,3,Ada,Tidak,1400000000.0
Jakarta Utara,"Jalan Komplek Pelindo, Jakarta Utara 14120, Indonesia                                        Tanjung Priok, Jakarta Utara",90,90,2,2,Ada,Tidak,850000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",158,147,4,3,Tidak,Tidak,1200000000.0
Jakarta Barat,"Jl.H.usa putat nutug Ciseeng                                        Palmerah, Jakarta Barat",90,58,2,2,Ada,Ada,624000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",627,1050,7,7,Ada,Tidak,57000000000.0
Jakarta Barat,"Puri Gardena                                        Kalideres, Jakarta Barat",96,90,4,3,Tidak,Tidak,1500000000.0
Jakarta Barat,"Jl. Jeruk Manis Duri Kepa Jakarta Barat                                        Duri Kepa, Jakarta Barat",90,180,3,3,Tidak,Tidak,2500000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",52,38,2,1,Tidak,Tidak,551000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",200,350,3,3,Tidak,Tidak,10000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",60,60,2,1,Tidak,Tidak,244000000.0
Jakarta Timur,"Cipayung, Jakarta Timur                                        Cipayung, Jakarta Timur",60,75,3,3,Ada,Ada,960000000.0
Jakarta Selatan,Jakarta Selatan,791,300,3,2,Tidak,Tidak,25000000000.0
Jakarta Selatan,"Petukangan Utara, Jakarta Selatan",45,40,2,2,Tidak,Tidak,600000000.0
Jakarta Timur,"Bambu Apus, Jakarta Timur",200,150,4,4,Ada,Tidak,2500000000.0
Jakarta Pusat,"Jalan Matraman Dalam, Jakarta Pusat 10320, Indonesia                                        Menteng, Jakarta Pusat",111,123,4,3,Tidak,Tidak,1500000000.0
Jakarta Timur,"pangkalan jati , jatiwaringin , cipinang melayu , jakarta timur                                        Cipinang Melayu, Jakarta Timur",77,110,4,4,Ada,Tidak,1600000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",30,40,2,2,Tidak,Tidak,375000000.0
Jakarta Selatan,"Ciganjur Jagakarsa                                        Jagakarsa, Jakarta Selatan",54,100,3,2,Ada,Tidak,875000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",786,1000,7,6,Tidak,Tidak,17000000000.0
Jakarta Selatan,"Kebagusan, Jakarta Selatan",177,250,4,4,Ada,Tidak,3300000000.0
Jakarta Selatan,"Lebak Bulus                                        Cilandak Barat, Jakarta Selatan",84,100,3,3,Ada,Tidak,1000000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",883,1200,10,7,Ada,Tidak,40000000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",108,148,5,5,Tidak,Tidak,2750000000.0
Jakarta Selatan,"Jalan Metro Pondok Indah BB, Jakarta Selatan 12310, Indonesia                                        Pondok Indah, Jakarta Selatan",629,900,4,3,Ada,Ada,38000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",813,1200,7,7,Tidak,Tidak,87000000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",973,1100,7,5,Tidak,Tidak,23000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",70,120,4,1,Tidak,Tidak,750000000.0
Jakarta Timur,"Kelapa Dua Wetan, Jakarta Timur",60,65,3,2,Ada,Tidak,695000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",87,70,2,1,Tidak,Tidak,900000000.0
